,Rnk,BIB,Rider,Age,Team,UCI,Pnt,Time,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
0,1,66,POELS Wout,28,Team Sky,500.0,275.0,6:24:29,Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
1,2,92,ALBASINI Michael,35,Orica GreenEDGE,400.0,200.0,",,0:00",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
2,3,31,COSTA Rui,29,Lampre - Merida,325.0,150.0,",,0:00",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
3,4,176,SÁNCHEZ Samuel,38,BMC Racing Team,275.0,120.0,0:040:04,Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
4,5,28,ZAKARIN Ilnur,26,Team Katusha,225.0,100.0,0:090:09,Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
5,6,151,BARGUIL Warren,24,Team Giant - Alpecin,175.0,90.0,0:110:11,Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
6,7,41,KREUZIGER Roman,29,Tinkoff,150.0,80.0,0:120:12,Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
7,8,21,RODRÍGUEZ Joaquim,36,Team Katusha,125.0,70.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
8,9,191,MOLLEMA Bauke,29,Trek - Segafredo,100.0,60.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
9,10,76,ROSA Diego,27,Astana Pro Team,85.0,50.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
10,11,75,KANGERT Tanel,29,Astana Pro Team,70.0,46.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
11,12,101,GASPAROTTO Enrico,34,Wanty - Groupe Gobert,60.0,42.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
12,13,51,BARDET Romain,25,AG2R La Mondiale,50.0,38.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
13,14,48,VALGREN Michael,24,Tinkoff,40.0,34.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
14,15,131,KONRAD Patrick,24,Bora - Argon 18,35.0,30.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
15,16,1,VALVERDE Alejandro,35,Movistar Team,30.0,28.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
16,17,177,TEUNS Dylan,24,BMC Racing Team,30.0,26.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
17,18,114,JEANNESSON Arnold,30,"Cofidis, Solutions Crédits",30.0,24.0,",,0:12",Li_ge___Bastogne___Li_ge,0,24 April 2016,38.7 km/h,0,248 km,11
