,Rnk,Prev,▼▲,BIB,Rider,Age,Team,UCI,Time,Time won/lost,Name,Stage,Date,Avg. speed winner,ProfileScore,Distance,RaceRanking
168,169,168,▼1,174,CLEMENT Stef,28,Rabobank Cycling Team,,1:16:041:16:04,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
169,170,171,▲1,71,CAVENDISH Mark,25,HTC - High Road,,1:16:401:16:40,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
170,171,169,▼2,145,GOUROV Maxim,32,Pro Team Astana,,1:16:591:16:59,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
171,172,173,▲1,35,KRISTOFF Alexander,23,BMC Racing Team,,1:17:481:17:48,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
172,173,174,▲1,25,ERMETI Giairo,30,Androni Giocattoli - Serramenti PVC Diquigiovanni,,1:18:311:18:31,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
173,174,176,▲2,77,RASMUSSEN Alex,26,HTC - High Road,,1:19:531:19:53,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
174,175,175,-,189,MØRKØV Michael,26,Saxo Bank - Sungard,,",,1:19:53",..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
175,176,178,▲2,53,MÍNGUEZ Miguel,22,Euskaltel - Euskadi,,1:20:161:20:16,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
176,177,177,-,3,CORIONI Claudio,28,Acqua & Sapone,,1:20:261:20:26,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
177,178,172,▼6,73,GRETSCH Patrick,24,HTC - High Road,,1:22:091:22:09,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
178,179,179,-,203,PETERSON Tom,24,Team Garmin - Cervélo,,1:24:361:24:36,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
179,180,180,-,161,CHICCHI Francesco,30,Quickstep Cycling Team,,1:24:501:24:50,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
180,181,182,▲1,156,FAVILLI Elia,22,Farnese Vini-Neri-Sottoli,,1:25:251:25:25,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
181,182,183,▲1,154,RABOTTINI Matteo,23,Farnese Vini-Neri-Sottoli,,1:25:461:25:46,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
182,183,181,▼2,78,RENSHAW Mark,28,HTC - High Road,,1:26:121:26:12,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
183,184,186,▲2,202,LANCASTER Brett,31,Team Garmin - Cervélo,,1:27:401:27:40,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
184,185,184,▼1,172,FLENS Rick,28,Rabobank Cycling Team,,",,1:27:40",..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
185,186,187,▲1,158,RICCI BITTI Davide,27,Farnese Vini-Neri-Sottoli,,1:28:311:28:31,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
186,187,185,▼2,177,VAN EMDEN Jos,26,Rabobank Cycling Team,,1:31:451:31:45,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
187,188,188,-,209,WILSON Matthew,33,Team Garmin - Cervélo,,1:34:591:34:59,..,Giro_d_Italia,GC,17 May 2011,39.615 km/h,0,159 km,15
